,prime,target,target.RT
1622,delicate,fragile,645.2
1623,delicate,one,617.8709677419355
1624,delicious,glasses,746.0645161290323
1625,delicious,tasty,613.0645161290323
1626,delight,fire,651.9375
1627,delight,happy,540.65625
1628,delinquent,juvenile,719.5333333333333
1629,delinquent,map,660.3333333333334
1630,deliver,package,724.625
1631,deliver,stairs,593.5806451612904
1632,demi,corn,756.9354838709677
1633,demi,god,716.0333333333333
1634,democracy,arm,642.4193548387096
1635,democracy,communism,827.2333333333333
1636,democrat,careful,680.5
1637,democrat,republican,726.2758620689655
1638,demon,devil,594.258064516129
1639,demon,diamond,683.5
1640,denial,ladder,835.516129032258
1641,denial,refuse,739.516129032258
1642,dense,compact,856.4375
1643,dense,table,614.8333333333334
1644,dent,bend,720.3
1645,dent,close,582.21875
1646,deny,refuse,653.03125
1647,deny,storage,638.65625
1648,department,death,661.6774193548387
1649,department,head,624.75
1650,depend,independent,752.15625
1651,depend,strength,644.3870967741935
1652,dependent,independent,760.34375
1653,dependent,ocean,653.6666666666666
1654,deposit,animal,649.59375
1655,deposit,slip,652.2903225806451
1656,depth,grass,741.0625
1657,depth,shallow,632.1612903225806
1658,deputy,assistant,685.6129032258065
1659,deputy,stack,758.3103448275862
1660,descent,below,609.9666666666667
1661,descent,moon,686.0
1662,desert,cactus,805.2068965517242
1663,desert,prisoner,659.6551724137931
1664,designer,boring,760.6129032258065
1665,designer,name,628.1875
1666,desire,join,603.28125
1667,desire,want,579.8387096774194
1668,desk,cat,605.2258064516129
1669,desk,study,570.75
1670,destiny,future,680.448275862069
1671,destiny,polish,766.0
1672,detach,freedom,694.7
1673,detach,separate,910.0625
1674,detail,awake,667.4193548387096
1675,detail,specific,712.0
1676,detective,god,735.6333333333333
1677,detective,private,665.3939393939394
1678,deteriorate,decay,751.3571428571429
1679,deteriorate,legend,735.40625
1680,determine,constructio,788.5625
1681,determine,decide,689.2258064516129
1682,develop,doughnut,870.6206896551724
1683,develop,grow,816.1290322580645
1684,development,cabinet,678.2258064516129
1685,development,growth,684.8387096774194
1686,devil,club,643.1333333333333
1687,devil,evil,646.6
1688,dew,lots,738.5
1689,dew,morning,794.0322580645161
1690,diagram,graph,688.0
1691,diagram,minor,729.0
1692,dial,phone,548.0625
1693,dial,punishment,668.90625
1694,diameter,circle,636.75
1695,diameter,rattle,879.9310344827586
1696,dice,backpack,795.0
1697,dice,game,578.6774193548387
1698,dictator,communist,781.7857142857143
1699,dictator,lamb,699.9354838709677
1700,differ,hospital,782.741935483871
1701,differ,similar,784.9333333333333
1702,difference,kidnap,813.9655172413793
1703,difference,subtract,687.4333333333333
1704,difficulty,shoot,608.483870967742
1705,difficulty,trouble,637.0322580645161
1706,dig,fox,644.3225806451613
1707,dig,shovel,720.3333333333334
1708,digger,dagger,809.04
1709,digger,mall,743.7241379310345
1710,digit,number,637.75
1711,digit,stove,682.4333333333333
1712,dignity,caring,777.3125
1713,dignity,pride,591.483870967742
1714,dilemma,curtains,742.6363636363636
1715,dilemma,decision,707.1875
1716,diligence,smile,632.9655172413793
1717,diligence,try,656.0
1718,dim,early,612.4193548387096
1719,dim,light,606.939393939394
1720,dime,dive,770.8571428571429
1721,dime,phone,698.625
1722,diminish,drunk,724.9333333333333
1723,diminish,lesson,648.2727272727273
1724,dine,once,723.4230769230769
1725,dine,out,605.5806451612904
1726,diner,cut,611.2333333333333
1727,diner,supper,710.09375
1728,dinner,beard,714.1724137931035
1729,dinner,supper,612.1428571428571
1730,dinosaur,extinct,833.03125
1731,dinosaur,read,621.1875
1732,dip,action,622.8709677419355
1733,dip,chip,637.8965517241379
1734,diploma,compact,679.9
1735,diploma,graduation,631.5454545454545
1736,direct,forward,628.741935483871
1737,direct,restaurant,617.8064516129032
1738,direction,east,564.1333333333333
1739,direction,geek,781.9655172413793
1740,directions,arrow,714.0666666666667
1741,directions,bee,662.516129032258
1742,dirt,many,615.3103448275862
1743,dirt,mud,610.4137931034483
1744,disagreement,argument,835.258064516129
1745,disagreement,bit,757.6071428571429
1746,disallow,allow,756.3333333333334
1747,disallow,later,734.5806451612904
1748,disappear,annoy,772.1612903225806
1749,disappear,vanish,722.8666666666667
1750,disaster,earthquake,603.5483870967741
1751,disaster,name,792.125
1752,disbelief,alive,624.6451612903226
1753,disbelief,brother,683.6451612903226
1754,disbelieve,believe,643.65625
1755,disbelieve,own,608.90625
1756,disc,compact,676.375
1757,disc,disagreement,777.3548387096774
1758,discipline,strict,689.5333333333333
1759,discipline,sunday,626.6774193548387
1760,discomfort,hard,655.4193548387096
1761,discomfort,klutz,1013.2857142857144
1762,discourage,encourage,740.6774193548387
1763,discourage,field,682.125
1764,discovery,find,599.9642857142857
1765,discovery,hitchhike,920.84
1766,discreet,basic,631.5806451612904
1767,discreet,cautious,722.125
1768,disease,amuse,830.8636363636364
1769,disease,cure,622.6774193548387
1770,disgrace,jungle,628.258064516129
1771,disgrace,shame,714.0967741935484
1772,disguise,bush,647.46875
1773,disguise,mustache,723.96875
1774,disgusting,abuse,720.09375
1775,disgusting,gross,641.0
1776,dish,beg,709.7857142857143
1777,dish,plate,672.1071428571429
1778,dishes,length,631.3103448275862
1779,dishes,wash,575.7741935483871
1780,dishonest,car,624.7666666666667
1781,dishonest,honest,650.53125
1782,disintegrate,important,748.3125
1783,disintegrate,vanish,712.6129032258065
1784,dislike,hate,628.6875
1785,dislike,sand,637.6060606060606
1786,disorder,order,590.4193548387096
1787,disorder,time,678.483870967742
1788,disown,abandon,856.0689655172414
1789,disown,patient,706.0
1790,disperse,active,714.25
1791,disperse,spread,698.15625
1792,display,little,650.90625
1793,display,show,555.969696969697
1794,disregard,ignore,632.4
1795,disregard,shy,642.1935483870968
1796,dissimilar,similar,707.6451612903226
1797,dissimilar,supper,689.7
1798,dissolve,pyramid,747.2903225806451
1799,dissolve,salt,576.40625
1800,distance,far,631.5454545454545
1801,distance,lesson,623.6774193548387
1802,distinct,alert,743.5
1803,distinct,specific,832.8928571428571
1804,disturb,club,674.551724137931
1805,disturb,don't,763.3103448275862
1806,ditch,concert,688.3870967741935
1807,ditch,hole,646.75
1808,divide,good,607.741935483871
1809,divide,multiply,790.46875
1810,division,beautiful,633.1935483870968
1811,division,separate,775.6551724137931
1812,do,don't,691.5483870967741
1813,do,willing,646.2903225806451
1814,doe,jane,649.125
1815,doe,meet,712.875
1816,doll,house,625.03125
1817,doll,police,782.1935483870968
1818,dollars,change,656.8125
1819,dollars,old,560.125
1820,dominant,male,664.060606060606
1821,dominant,scary,642.5
1822,dominate,control,612.1935483870968
1823,dominate,killer,611.28125
1824,donation,gift,598.8125
1825,donation,positive,768.3548387096774
1826,done,gone,713.0333333333333
1827,done,speech,649.3870967741935
1828,donkey,ass,641.7096774193549
1829,donkey,don't,833.4193548387096
1830,door,funny,568.2258064516129
1831,door,open,610.448275862069
1832,doorbell,night,596.1612903225806
1833,doorbell,ring,671.6666666666666
1834,doorway,do,582.2258064516129
1835,doorway,hallway,628.6
1836,doubt,believe,606.6333333333333
1837,doubt,temple,769.1290322580645
1838,dough,doughnut,738.1333333333333
1839,dough,driving,778.2333333333333
1840,dove,fighter,694.9677419354839
1841,dove,peace,573.258064516129
1842,down,descend,739.2666666666667
1843,down,nut,671.0
1844,downstairs,in,704.7586206896551
1845,downstairs,upstairs,632.78125
1846,downtown,busy,664.15625
1847,downtown,leaf,648.8709677419355
1848,dozen,juvenile,918.6666666666666
1849,dozen,twelve,573.53125
1850,dracula,frankenstein,846.3870967741935
1851,dracula,glass,617.90625
1852,drag,race,604.5333333333333
1853,drag,rot,759.6842105263158
1854,dragon,independent,758.40625
1855,dragon,queen,624.625
1856,drapes,curtains,672.65625
1857,drapes,steak,753.1666666666666
1858,drawing,bean,863.6551724137931
1859,drawing,painting,676.1935483870968
1860,dressing,honesty,622.1333333333333
1861,dressing,salad,808.0645161290323
1862,drill,bit,637.8275862068965
1863,drill,change,634.0625
1864,drip,drop,586.0322580645161
1865,drip,give,734.925925925926
1866,drive,cough,639.28125
1867,drive,in,602.8666666666667
1868,driveway,pavement,692.7741935483871
1869,driveway,surgery,791.516129032258
1870,drop,annoying,765.9677419354839
1871,drop,fall,674.15625
1872,drown,plant,647.6060606060606
1873,drown,suffocate,765.741935483871
1874,drowsy,cab,682.5
1875,drowsy,tired,635.8387096774194
1876,drug,cocaine,676.53125
1877,drug,definition,782.2727272727273
1878,drugs,illegal,666.28125
1879,drugs,swamp,670.6538461538462
1880,drum,span,855.9130434782609
1881,drum,stick,626.6666666666666
1882,drunk,alcohol,610.5
1883,drunk,stamp,705.6
1884,duck,quack,803.3103448275862
1885,duck,strange,696.0645161290323
1886,ducks,fair,716.75
1887,ducks,quack,835.8518518518518
1888,due,dagger,810.0416666666666
1889,due,now,706.9666666666667
1890,dull,dirt,608.65625
1891,dull,knife,609.1935483870968
1892,dumb,deaf,683.2068965517242
1893,dumb,verb,647.7333333333333
1894,dump,garbage,722.2121212121212
1895,dump,negative,683.0625
1896,dunk,basketball,667.1212121212121
1897,dunk,thief,620.258064516129
1898,duplicate,true,589.0
1899,duplicate,same,571.4827586206897
1900,dusk,before,682.03125
1901,dusk,sunset,697.4193548387096
1902,dust,area,623.6666666666666
1903,dust,pan,618.3225806451613
1904,dustpan,clean,647.6875
1905,dustpan,door,584.8387096774194
1906,dynamite,explosion,657.3333333333334
1907,dynamite,maybe,573.4333333333333
1908,dynasty,empire,686.5806451612904
1909,dynasty,value,669.6
1910,eager,tissue,698.5483870967741
1911,eager,willing,784.2142857142857
1912,eagle,america,724.96875
1913,eagle,washer,705.3870967741935
1914,early,bird,572.0909090909091
1915,early,protection,657.0645161290323
1916,earnestness,honesty,663.4
1917,earnestness,ridiculous,789.1724137931035
1918,earring,hoop,716.4
1919,earring,oven,631.53125
1920,earthquake,hurricane,748.2258064516129
1921,earthquake,movie,648.375
1922,east,beginning,761.2333333333333
1923,east,west,593.28125
1924,easter,noise,733.258064516129
1925,easter,sunday,629.3548387096774
1926,economy,find,564.516129032258
1927,economy,society,601.75
1928,ecstasy,crackle,751.516129032258
1929,ecstasy,fantasy,679.1333333333333
1930,editor,where,610.0645161290323
1931,editor,writer,593.2413793103449
1932,education,chew,679.0344827586207
1933,education,higher,601.2903225806451
1934,effect,cause,643.0967741935484
1935,effect,group,623.1612903225806
1936,effort,try,592.125
1937,effort,workout,708.0
1938,egg,breakfast,669.78125
1939,egg,soda,767.75
1940,eggs,bacon,719.1290322580645
1941,eggs,descend,769.12
1942,ego,adjective,886.1666666666666
1943,ego,id,830.625
1944,egypt,abnormal,793.8333333333334
1945,egypt,pyramid,672.0645161290323
1946,eight,horse,674.0645161290323
1947,eight,octopus,839.6551724137931
1948,einstein,brain,728.6129032258065
1949,einstein,cigarette,759.9354838709677
1950,elaborate,explain,639.5757575757576
1951,elaborate,sport,582.1666666666666
1952,electrician,similar,703.84375
1953,electrician,wire,610.3333333333334
1954,electron,neutron,852.2333333333333
1955,electron,work,699.3548387096774
1956,elements,chain,681.78125
1957,elements,chemistry,705.7931034482758
1958,elephant,cute,614.3870967741935
1959,elephant,peanut,671.15625
1960,elevator,lots,663.0322580645161
1961,elevator,stair,639.258064516129
1962,elf,santa,693.741935483871
1963,elf,writing,670.0333333333333
1964,elimination,destruction,760.1290322580645
1965,elimination,orange,606.6129032258065
1966,embarrass,blush,710.074074074074
1967,embarrass,math,594.6774193548387
1968,embrace,hug,593.741935483871
1969,embrace,neuron,822.6538461538462
1970,emergency,ambulance,735.4333333333333
1971,emergency,irritating,935.7096774193548
1972,emotion,feeling,632.9032258064516
1973,emotion,shoe,729.3333333333334
1974,empathy,slow,615.0
1975,empathy,sorry,643.53125
1976,emperor,ruler,619.5
1977,emperor,thin,746.741935483871
1978,empire,china,619.5
1979,empire,enter,638.3225806451613
1980,employee,college,579.90625
1981,employee,employer,683.8787878787879
1982,employment,reaction,682.516129032258
1983,employment,unemploymen,802.0
1984,empty,can,616.0967741935484
1985,empty,duty,862.0322580645161
1986,end,start,777.9677419354839
1987,end,stripe,719.1034482758621
1988,ending,beginning,652.9032258064516
1989,ending,three,660.34375
1990,endless,asia,694.5483870967741
1991,endless,class,636.8181818181819
1992,enemy,rip,819.7037037037037
1993,enemy,russia,817.0333333333333
1994,energetic,communist,891.4285714285714
1995,energetic,energy,657.6451612903226
1996,energy,drip,681.9285714285714
1997,energy,electricity,761.3870967741935
1998,engage,condom,720.4333333333333
1999,engage,together,642.0625
2000,engine,fire,586.6774193548387
2001,engine,weight,608.0689655172414
2002,england,britain,775.8846153846154
2003,england,spit,768.6774193548387
2004,english,store,628.8787878787879
2005,english,writing,614.1935483870968
2006,enjoy,clay,681.0
2007,enjoy,life,555.96875
2008,enough,black,561.65625
2009,enough,done,597.9
2010,enrage,calm,664.9333333333333
2011,enrage,understand,668.483870967742
2012,enter,computer,610.3870967741935
2013,enter,cure,654.516129032258
2014,entertain,amuse,712.6774193548387
2015,entertain,mist,749.1538461538462
2016,entertainment,office,686.3870967741935
2017,entertainment,television,692.6969696969697
2018,entrance,bush,713.0
2019,entrance,exit,643.75
2020,entry,enter,578.2
2021,entry,sheep,661.9032258064516
2022,environment,leaves,634.84375
2023,environment,nature,650.46875
2024,envy,greed,581.5483870967741
2025,envy,jogger,739.5
2026,equal,hold,632.84375
2027,equal,rights,625.6666666666666
2028,eraser,cheat,623.4516129032259
2029,eraser,pen,621.516129032258
2030,erect,blush,788.258064516129
2031,erect,hard,762.875
2032,erode,manners,613.516129032258
2033,erode,rot,701.2307692307693
2034,erupt,example,698.8064516129032
2035,erupt,orgasm,788.5769230769231
2036,escalator,elevator,628.9354838709677
2037,escalator,for,637.7931034482758
2038,escape,exit,717.5666666666667
2039,escape,lemon,734.21875
2040,escargot,snail,766.2758620689655
2041,escargot,toast,846.0
2042,essay,airplane,647.4375
2043,essay,write,549.09375
2044,essence,knife,741.28125
2045,essence,meaning,665.34375
2046,esteem,santa,782.8571428571429
2047,esteem,self,637.375
2048,estimate,average,694.2666666666667
2049,estimate,dry,569.1935483870968
2050,ethics,code,626.7741935483871
2051,ethics,feeling,666.516129032258
2052,etiquette,manners,684.5625
2053,etiquette,wheat,693.875
2054,europe,asia,635.3225806451613
2055,europe,emergency,674.84375
2056,evacuate,earthquake,714.258064516129
2057,evacuate,shoe,672.90625
2058,evaluate,judge,570.0333333333333
2059,evaluate,nun,922.9166666666666
2060,even,forever,688.53125
2061,even,odd,665.59375
2062,evening,dusk,733.5862068965517
2063,evening,promise,696.96875
2064,ever,fruit,652.258064516129
2065,ever,never,608.3333333333334
2066,everyday,bean,850.8666666666667
2067,everyday,daily,635.28125
2068,evict,apartment,637.6
2069,evict,desk,672.3225806451613
2070,evidence,proof,679.2258064516129
2071,evidence,summer,651.46875
2072,evil,nice,659.03125
2073,evil,shock,676.8064516129032
2074,ewe,lamb,716.483870967742
2075,ewe,wood,670.0322580645161
2076,exact,east,675.96875
2077,exact,precise,708.1666666666666
2078,exam,pass,598.0967741935484
2079,exam,tennis,603.0
2080,example,bleach,790.5666666666667
2081,example,sample,625.8
2082,excedrin,medicine,689.1875
2083,excedrin,money,662.6666666666666
2084,excel,fix,602.28125
2085,excel,succeed,716.0967741935484
2086,excellent,lightning,789.8387096774194
2087,excellent,superior,674.6060606060606
2088,exceptional,great,716.741935483871
2089,exceptional,peak,724.7741935483871
2090,exchange,anger,595.9677419354839
2091,exchange,foreign,673.09375
2092,excise,pan,765.2592592592592
2093,excise,tax,747.71875
2094,excited,bored,571.6
2095,excited,ship,646.8333333333334
2096,excuse,apology,710.4666666666667
2097,excuse,camera,643.5483870967741
2098,executive,secretary,798.5625
2099,executive,strong,577.1935483870968
2100,exercise,prom,798.4782608695652
2101,exercise,sweat,662.6333333333333
2102,exhale,inhale,682.8064516129032
2103,exhale,leg,638.9375
2104,exist,extinct,886.8846153846154
2105,exist,room,690.7
2106,existence,being,578.7741935483871
2107,existence,flakes,805.53125
2108,exit,enter,637.6129032258065
2109,exit,reaction,685.9677419354839
2110,expense,can,641.9
2111,expense,cheap,694.741935483871
2112,expensive,cheap,628.4545454545455
2113,expensive,shave,700.258064516129
2114,experience,dumb,637.3448275862069
2115,experience,knowledge,666.6666666666666
2116,experiment,scientist,748.8620689655172
2117,experiment,scratch,757.84375
2118,expert,come,687.34375
2119,expert,novice,737.5217391304348
2120,explain,excuse,773.7037037037037
2121,explain,irritating,808.5172413793103
2122,explanation,answer,655.8333333333334
2123,explanation,sorry,754.9375
2124,explode,erupt,767.8571428571429
2125,explode,extrovert,935.28
2126,explorer,adventure,641.9655172413793
2127,explorer,power,644.8709677419355
2128,explosion,bomb,634.3333333333334
2129,explosion,potato,700.6666666666666
2130,express,quiet,646.9032258064516
2131,express,say,619.1666666666666
2132,expression,emotion,682.0
2133,expression,vine,719.1111111111111
2134,extension,addition,685.3225806451613
2135,extension,precise,811.6428571428571
2136,extinct,basic,649.1818181818181
2137,extinct,young,645.1666666666666
2138,extra,more,576.8275862068965
2139,extra,music,552.78125
2140,extravagant,clothes,668.28125
2141,extravagant,rich,658.3548387096774
2142,eye,ear,626.125
2143,eye,star,623.1612903225806
2144,eyeball,sly,746.6923076923077
2145,eyeball,socket,821.8709677419355
2146,eyebrows,eyes,655.7666666666667
2147,eyebrows,son,661.5357142857143
2148,eyes,schedule,721.1875
2149,eyes,sight,660.3548387096774
2150,fable,lesson,627.34375
2151,fable,minimum,887.8214285714286
2152,fabric,material,654.5483870967741
2153,fabric,smash,672.8
2154,factor,dictionary,742.8181818181819
2155,factor,reason,724.71875
2156,factory,swear,609.6774193548387
2157,factory,worker,587.1515151515151
2158,facts,fiction,795.3666666666667
2159,facts,have,649.9354838709677
2160,faculty,mountain,737.8387096774194
2161,faculty,staff,596.3225806451613
2162,fad,fashion,670.9032258064516
2163,fad,real,655.483870967742
2164,fade,jeans,618.5757575757576
2165,fade,seven,606.9090909090909
2166,fail,house,642.0625
2167,fail,pass,642.6875
2168,failure,success,604.9677419354839
2169,failure,write,596.6451612903226
2170,fairy,sign,767.6774193548387
2171,fairy,story,618.1612903225806
2172,fairytale,decay,893.4814814814815
2173,fairytale,fiction,717.0
2174,faith,jesus,637.8064516129032
2175,faith,pick,643.7741935483871
2176,faithful,grow,664.21875
2177,faithful,relationshi,765.15625
2178,fake,far,786.9333333333333
2179,fake,real,622.5333333333333
2180,fall,shovel,853.25
2181,fall,spring,586.34375
2182,false,true,618.75
2183,false,crunchy,879.75
2184,fame,fortune,648.8125
2185,fame,material,676.6129032258065
2186,famine,homeless,709.516129032258
2187,famine,hunger,594.9310344827586
2188,famous,accept,623.625
2189,famous,artist,622.2
2190,fan,air,658.25
2191,fan,skin,748.3125
2192,fancy,agreement,661.09375
2193,fancy,like,585.46875
2194,fangs,television,710.6774193548387
2195,fangs,wolf,661.7
2196,fantastic,four,604.65625
2197,fantastic,skinny,691.6363636363636
2198,far,bedroom,719.2727272727273
2199,far,near,634.9333333333333
2200,farmer,crops,700.5806451612904
2201,farmer,sleep,579.8333333333334
2202,fascism,communism,707.1290322580645
2203,fascism,god,701.34375
2204,fashion,fad,769.7058823529412
2205,fashion,trees,772.5172413793103
2206,fast,friend,578.3666666666667
2207,fast,slow,603.96875
2208,fasten,plastic,681.6129032258065
2209,fasten,seatbelt,727.625
2210,fat,lady,605.6774193548387
2211,fat,tag,690.2333333333333
2212,father,hose,714.6923076923077
2213,father,mother,631.3939393939394
2214,faucet,around,619.125
2215,faucet,drip,616.8064516129032
2216,fault,breakfast,663.25
2217,fault,yours,705.5862068965517
2218,favorite,best,616.1818181818181
2219,favorite,cotton,612.875
2220,fear,biology,762.1818181818181
2221,fear,scared,682.9333333333333
2222,feature,boots,613.8125
2223,feature,nose,680.7931034482758
2224,federal,gone,591.84375
2225,federal,offense,674.3225806451613
2226,feeble,attempt,638.8387096774194
2227,feeble,wild,690.4193548387096
2228,feed,cool,752.8387096774194
2229,feed,eat,646.4516129032259
2230,feeling,emotion,619.8125
2231,feeling,farm,703.5666666666667
2232,feet,fake,679.2142857142857
2233,feet,toes,614.7272727272727
2234,felt,crafts,773.3333333333334
2235,felt,hand,612.8125
2236,female,male,589.75
2237,female,perfect,653.4516129032259
2238,fence,picket,759.0625
2239,fence,smoke,782.5333333333333
2240,festival,strawberry,632.9
2241,festival,weave,815.5357142857143
2242,feud,argument,840.7333333333333
2243,feud,juice,687.2903225806451
2244,fever,draw,619.9354838709677
2245,fever,high,592.6875
2246,fiber,cereal,708.125
2247,fiber,foreign,673.1379310344828
2248,field,corn,621.7096774193549
2249,field,yellow,612.2121212121212
2250,fig,newton,794.7586206896551
2251,fig,weight,633.4516129032259
2252,fight,fist,725.2258064516129
2253,fight,lace,752.0
2254,fighter,boxer,641.3870967741935
2255,fighter,space,654.483870967742
2256,figure,eight,715.0645161290323
2257,figure,ugly,666.5
2258,file,cabinet,631.9032258064516
2259,file,frame,707.65625
2260,fill,dirt,678.3
2261,fill,misunderstand,894.7586206896551
2262,filthy,bum,787.0
2263,filthy,cocaine,757.0625
2264,fin,carpet,630.71875
2265,fin,dolphin,806.5625
2266,final,last,645.53125
2267,final,superman,677.46875
2268,financial,problem,626.7666666666667
2269,financial,window,691.9677419354839
2270,find,found,679.3666666666667
2271,find,hungry,667.8064516129032
2272,finger,follower,721.65625
2273,finger,hand,590.84375
2274,fingernail,boat,667.3548387096774
2275,fingernail,polish,669.9666666666667
2276,fingers,crowd,636.1612903225806
2277,fingers,toes,567.6896551724138
2278,finish,brother,711.258064516129
2279,finish,start,577.0625
2280,finished,done,621.0625
2281,finished,quart,841.1333333333333
2282,fire,hot,575.28125
2283,fire,oxygen,806.6451612903226
2284,fireplace,creator,780.0
2285,fireplace,winter,615.6333333333333
2286,first,last,620.3333333333334
2287,first,saw,662.75
2288,fishing,ability,785.5333333333333
2289,fishing,reel,795.074074074074
2290,fit,load,600.8709677419355
2291,fit,tantrum,847.3478260869565
2292,fitness,healthy,641.875
2293,fitness,saucer,794.875
2294,five,hungry,637.3636363636364
2295,five,six,670.21875
2296,fix,it,628.7741935483871
2297,fix,vault,709.7586206896551
2298,flag,american,826.483870967742
2299,flag,honor,624.34375
2300,flake,corn,651.1935483870968
2301,flake,wild,607.8064516129032
2302,flap,flop,827.6206896551724
2303,flap,maybe,585.9677419354839
2304,flat,down,571.2333333333333
2305,flat,tire,607.5483870967741
2306,flea,bow,707.5666666666667
2307,flea,market,624.741935483871
2308,fleet,cars,671.59375
2309,fleet,hostess,735.7857142857143
2310,flesh,pepper,642.4
2311,flesh,skin,697.3666666666667
2312,flex,muscle,674.6129032258065
2313,flex,thought,699.1935483870968
2314,flexible,bend,699.25
2315,flexible,wait,651.8125
2316,flick,off,663.8
2317,flick,picture,654.4375
2318,fling,bedroom,801.03125
2319,fling,flirt,675.4375
2320,flip,dead,613.8125
2321,flip,flop,789.4333333333333
2322,flipper,dolphin,762.5333333333333
2323,flipper,flirt,679.6333333333333
2324,float,control,617.625
2325,float,sink,618.3548387096774
2326,flood,dam,912.3478260869564
2327,flood,stamp,672.5666666666667
2328,floor,looks,636.1666666666666
2329,floor,tile,768.074074074074
2330,florida,heat,625.5806451612904
2331,florida,sun,668.90625
2332,flour,bread,600.28125
2333,flour,no,673.030303030303
2334,flow,smooth,675.3870967741935
2335,flow,still,584.9
2336,flower,fiction,733.1071428571429
2337,flower,rose,590.40625
2338,flowers,rope,805.8709677419355
2339,flowers,roses,716.6875
2340,flu,poison,619.34375
2341,flu,sneeze,696.1935483870968
2342,fluffy,confusion,658.7878787878788
2343,fluffy,soft,722.3225806451613
2344,fluid,washer,697.7666666666667
2345,fluid,whine,773.3448275862069
2346,flunk,failure,761.3125
2347,flunk,fork,764.1666666666666
2348,flush,american,659.65625
2349,flush,blush,724.9677419354839
2350,fly,airplane,723.741935483871
2351,fly,gold,670.46875
2352,flying,airplane,694.9375
2353,flying,personality,712.03125
2354,foam,energy,690.15625
2355,foam,shave,650.8709677419355
2356,foe,ape,779.7407407407408
2357,foe,friend,638.0
2358,fog,mist,622.6451612903226
2359,fog,safe,580.9677419354839
2360,foggy,unclear,672.0967741935484
2361,foggy,wear,584.6
2362,foil,aluminum,711.4
2363,foil,kidnap,761.1935483870968
2364,fold,tear,643.8125
2365,fold,terrible,652.78125
2366,follow,lend,670.8333333333334
2367,follow,tag,628.0645161290323
2368,folly,cook,591.7
2369,folly,mistake,632.375
2370,fond,desert,702.0
2371,fond,fish,683.2258064516129
2372,fool,april,754.59375
2373,fool,zero,682.3666666666667
2374,foolish,plus,688.5
2375,foolish,silly,670.5757575757576
2376,football,field,758.7
2377,football,mud,631.3333333333334
2378,for,against,719.3333333333334
2379,for,exhale,865.75
2380,forbidden,actress,708.0333333333333
2381,forbidden,zone,754.9655172413793
2382,force,strength,609.09375
2383,force,summer,628.90625
2384,forehead,hair,548.2903225806451
2385,forehead,marry,730.75
2386,foresight,before,575.8
2387,foresight,secretary,693.1
2388,forever,always,639.4516129032259
2389,forever,test,595.4848484848485
2390,forget,basket,653.3225806451613
2391,forget,lose,661.969696969697
2392,forgive,accept,651.6666666666666
2393,forgive,tears,627.21875
2394,fork,dictionary,864.0
2395,fork,spoon,565.4
2396,form,law,556.84375
2397,form,shape,606.6363636363636
2398,formal,dress,607.2903225806451
2399,formal,sea,647.8064516129032
2400,formula,secret,654.875
2401,formula,upstairs,737.03125
2402,fort,april,633.9
2403,fort,army,653.4375
2404,fortune,false,630.53125
2405,fortune,poor,608.258064516129
2406,forward,backward,640.7
2407,forward,words,592.96875
2408,fossil,dinosaur,757.7333333333333
2409,fossil,machine,642.741935483871
2410,foundation,base,634.5666666666667
2411,foundation,view,610.59375
2412,fountain,penny,728.8
2413,fountain,sea,636.741935483871
2414,four,actress,723.8125
2415,four,five,521.6875
2416,fox,hound,740.3333333333334
2417,fox,parts,660.1071428571429
2418,fragile,best,667.75
2419,fragile,weak,650.09375
2420,fragrance,cologne,661.4516129032259
2421,fragrance,congress,679.9354838709677
2422,frail,mistake,704.0645161290323
2423,frail,thin,676.15625
2424,frankenstein,independent,701.34375
2425,frankenstein,monster,575.28125
2426,fraternity,problem,683.4516129032259
2427,fraternity,sorority,818.6129032258065
2428,fraud,crime,823.4516129032259
2429,fraud,under,734.0322580645161
2430,fray,bargain,773.6666666666666
2431,fray,rug,688.8387096774194
2432,freak,christmas,808.1290322580645
2433,freak,weird,721.3793103448276
2434,freckle,pen,648.12
2435,freckle,pimple,728.2333333333333
2436,freeway,am,759.6666666666666
2437,freeway,highway,625.0333333333333
2438,freeze,joke,588.9354838709677
2439,freeze,thaw,857.35
2440,freezer,bat,583.125
2441,freezer,refrigerator,728.3666666666667
2442,french,fries,663.6875
2443,french,rocks,631.8620689655172
2444,frequency,often,620.6129032258065
2445,friar,monk,733.8461538461538
2446,friar,shoes,622.3939393939394
2447,friday,manners,818.9677419354839
2448,friday,weekend,586.3333333333334
2449,friendliness,nice,586.8125
2450,friendliness,pen,661.1481481481482
2451,friends,fad,794.4285714285714
2452,friends,family,595.34375
2453,friendship,enemy,848.2857142857143
2454,friendship,tile,844.5
2455,fries,ketchup,696.9333333333333
2456,fries,submarine,791.2903225806451
2457,fright,george,777.3793103448276
2458,fright,ghost,655.1724137931035
2459,frigid,fragile,636.2413793103449
2460,frigid,jail,782.09375
2461,frill,lace,713.3103448275862
2462,frill,verb,685.2333333333333
2463,frisk,act,620.4193548387096
2464,frisk,search,692.1290322580645
2465,frog,prince,710.3103448275862
2466,frog,tall,643.5333333333333
2467,frosted,crowd,618.2413793103449
2468,frosted,flakes,678.4333333333333
2469,frosting,cake,628.0
2470,frosting,finished,702.1
2471,frown,smile,601.40625
2472,frown,taste,622.1818181818181
2473,frustrate,annoy,802.3703703703703
2474,frustrate,itch,835.2903225806451
